Report Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,Organization Address,Organization City,Organization State,Organization ZIP,Jurisdiction,Organization Country,Phone,Status,Case Number,Patient ID,Other Idenifier,Class,Common Species Name,Species,Subspecies,Genus,TSN Code,Gender,Patient Flag,Date Found,Time Found,Date Admitted,Time Admitted,Details of rescue,Care Given,Circumstances of Rescue,Primary,Suspected/Observed,Admission Comments,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0020320,,,Birds,Domestic Duck,sp.,,Anas,,Female,,05/01/2015,2:00 AM,05/17/2015,,blah blah blah,,Animal interaction / Domestic animal / Dog,No,Observed,,AB,Alberta Beach,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0020320,,,Birds,Domestic Duck,sp.,,Anas,,Female,,05/01/2015,2:00 AM,05/17/2015,,blah blah blah,,Inappropriate human possession,Yes,Suspected,,AB,Alberta Beach,,,38.03868,-78.915142,457.3574523926
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0031644,Goosie,,Birds,Canada Goose,canadensis,,Branta,174999,Undetermined,,06/16/2015,,06/16/2015,,found along trail,none,Nest/Habitat Disturbance/Destruction,Yes,Observed,,PA,Lackawanna County,"South Main Avenue & Luzerne Street, Scranton, PA 18504, USA",,41.4082569,-75.6842599,247.6739807129
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0046550,,,Mammals,common raccoon,lotor,,Procyon,180575,Female,,,,08/11/2015,,,,Animal interaction / Domestic animal,Yes,Observed,,PA,Adams County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0046968,C15001,,Reptiles,Green Sea Turtle,mydas,,Chelonia,173833,Undetermined,,,,08/13/2015,,,,Undetermined,Yes,Suspected,"Found stranded on Jekyll Island, Ga. Directly in front of the Great Dunes Pavilion.",GA,Glynn County,"Beachview Drive, Jekyll Island, GA 31527, USA",,31.050531753148,-81.409082886816,2.9152827263
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0048292,,,Birds,Canada Goose,canadensis,,Branta,174999,Female,,,,08/19/2015,,,,Collision,Yes,Observed,,MA,Worcester County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,15-0063958,15-2500,,Birds,Eastern Screech-Owl,asio,NULL,Otus,177856,Undetermined,,12/09/2015,9:00 AM,12/09/2015,,Owl struck by car. Transported to the Wildlife Center.,Transport,Collision / Moving object / Car/truck/motorcycle,Yes,Suspected,,VA,Waynesboro (City),,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0003773,16,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,01/23/2016,5:00 PM,01/23/2016,,Found in road.,Head Injury Protocols,Animal interaction / Domestic animal / Cat,Yes,Suspected,Stray cat,NY,Erie County,,North Tonawanda,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0003867,16--00024,,Mammals,Red Fox,vulpes,,Vulpes,180604,Female,,01/23/2016,9:00 AM,01/24/2016,,found in the street,"sq fluids, metacam (1.5 mg/ml)",Failure to thrive/Maladaption,Yes,Suspected,Emaciated,NY,Erie County,,Niagara River,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0004144,,,Birds,Hairy Woodpecker,villosus,,Picoides,178262,Female,,01/01/2016,,01/01/2016,,,,Collision / Stationary object / Walls/windows,Yes,Suspected,"not positive but symptoms lean toward window, car, or house",PA,Allegheny County,"66 Linshaw Ave, Pittsburgh, PA 15205, USA",,40.444319,-80.073243,244.8416137695
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0004165,,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,,,01/28/2016,,,,Entrapment / Non-trap / Fence,Yes,Suspected,,NY,Albany County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0004166,,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,,,01/28/2016,,,,Entrapment / Non-trap / Fence,Yes,Suspected,,NY,Albany County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0005741,W160144,,Birds,Great Horned Owl,virginianus,,Bubo,177884,Undetermined,,02/19/2016,5:00 AM,02/19/2016,,,,Animal interaction,Yes,Observed,,MA,Worcester County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0006428,W160101,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,02/22/2016,,02/22/2016,,hbc,na,Collision,Yes,Observed,,PA,Bedford County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0007240,,,Birds,African Black Duck,sparsaÂ Â ,,AnasÂ ,,Male,,,,02/28/2016,,,,Referral / Non-permit holding facility,Yes,Observed,,AL,Autauga County,"54 Constantia St, Roodepoort, 2169, South Africa",,-26.0531285,27.9143888,1499.7646484375
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0007649,,,Mammals,common raccoon,lotor,,Procyon,180575,Indeterminate,,,,03/03/2016,,,,Behavioral Stranding,Yes,Observed,,GA,Brantley County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0008423,,,Mammals,eastern fox squirrel,niger,,Sciurus,180172,Male,,03/13/2016,1:00 AM,03/13/2016,,,,Human,Yes,Suspected,,MA,Middlesex County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0009970,,,Mammals,eastern fox squirrel,niger,,Sciurus,180172,Male,,03/25/2016,,03/26/2016,,Found on ground in Carrolton. Rescuer dropped off at vet clinic.,,"Orphan, true / Parents not available",Yes,Observed,6 weeks,TX,Collin County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0012209,16-0122,,Birds,Great Horned Owl,virginianus,,Bubo,177884,Undetermined,,04/09/2016,2:30 PM,04/09/2016,,Dog found on ground by fence,none,"Orphan, true",Yes,Observed,,OR,Marion County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017589,,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Mecklenburg County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017590,,,Birds,American Tree Sparrow,arborea,,Spizella,179432,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Mecklenburg County,"230 S Tryon St, Charlotte, NC 28202, USA",,35.226107,-80.845448,229.4417419434
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017591,,,Birds,European Starling,vulgaris,,Sturnus,179637,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Cabarrus County,"2450 Mt Pleasant Rd S, Mt Pleasant, NC 28124, USA",,35.38456,-80.442159,179.0445709229
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017601,,,Birds,American Tree Sparrow,arborea,,Spizella,179432,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Mecklenburg County,"1705 Willow Haven Ln, Charlotte, NC 28262, USA",,35.335975,-80.720345,188.2773284912
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017606,,,Birds,American Tree Sparrow,arborea,,Spizella,179432,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,SC,Lancaster County,"1661 Lillywood Ln, Fort Mill, SC 29707, USA",,34.9597973,-80.8165809,179.251083374
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017607,,,Birds,American Tree Sparrow,arborea,,Spizella,179432,Undetermined,,04/26/2016,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Union County,"2005 Fine Robe Dr, Indian Trail, NC 28079, USA",,35.116102,-80.6299594,200.9054107666
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017608,,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Mecklenburg County,"19201 One Norman Dr, Cornelius, NC 28031, USA",,35.4772,-80.8840869,233.7494812012
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017609,,,Birds,European Starling,vulgaris,,Sturnus,179637,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Cabarrus County,"5461 Coleman Cir NW, Concord, NC 28027, USA",,35.412577,-80.669958,198.8390045166
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017610,,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,NC,Mecklenburg County,"1515 University Walk Cir, Charlotte, NC 28213, USA",,35.304522,-80.72448,226.248550415
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0017611,,,Birds,Chipping Sparrow,passerina,,Spizella,179435,Undetermined,,,,04/28/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,SC,Aiken County,"1031 Yellow Brick Rd, Windsor, SC 29856, USA",,33.4958755,-81.5289914,126.0797805786
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0024902,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,,,05/19/2016,,,,Animal interaction / Domestic animal / Cat,Yes,Observed,,PA,Allegheny County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0034002,,,Reptiles,Blue Racer,constrictor,foxii,Coluber,914123,Undetermined,,,,06/12/2016,,,,"Orphan, true / Parents not available",Yes,Observed,,PA,Chester County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0069829,,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,10/20/2016,11:20 AM,10/20/2016,,trying out new system as per VforW,,Collision / Moving object / Bicycle,Yes,Observed,,NY,Suffolk County,"Main St, Southampton, NY 11968, USA",,40.8867333,-72.3895557,8.1740951538
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0072760,,Left curled ear,Mammals,white-tailed deer,virginianus,,Odocoileus,202407,Female,,11/06/2016,3:30 PM,11/07/2016,,Fawn found laying in yard bleeting for several hours no mother to be found,half bottle of milk,"Orphan, true / Parents not available",Yes,Suspected,Healthy fawn showing signs of hunger,NY,Suffolk County,"1142 Smithtown Islip Townline Rd, Hauppauge, NY 11788, USA",,40.8278374,-73.1655864,25.1031074524
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0074055,red,,Birds,Eastern Screech-Owl,asio,NULL,Otus,177856,Undetermined,,,,11/16/2016,,"Found on the ground next to road, picked up and animal did not move",put in box and driven directly to center,Collision,Yes,Observed,,CT,Fairfield County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0075828,ok,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Indeterminate,,,,11/30/2016,,,,Animal interaction / Domestic animal / Cat,Yes,Suspected,bfvdcxw,PA,Columbia County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0075828,ok,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Indeterminate,,,,11/30/2016,,,,Human,No,Observed,,PA,Columbia County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0075905,,,Birds,Cooper's Hawk,cooperii,,Accipiter,175309,Undetermined,,12/01/2016,2:15 PM,12/01/2016,,found along side of road,none; brought immediately to rehab,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,CT,Litchfield County,"325 Cornwall Bridge Rd, Sharon, CT 06069, USA",,41.8573555,-73.454929,273.7952880859
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0075907,,,mammals,North American Porcupine,dorsatus,,Erethizon,825295,Undetermined,,12/01/2016,4:10 PM,12/01/2016,,found injured in forest,none; brought immediately to rehab,Undetermined,Yes,Observed,,CT,Litchfield County,"CT-4, Connecticut, USA",in Housatonice State forest,41.843093505827,-73.290666022534,422.4358520508
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0075912,,,Birds,American Robin,migratorius,,Turdus,179759,Undetermined,,12/01/2016,3:30 PM,12/01/2016,,"bird on ground;, very active but parents not present",none; brought immediately to rehab,"Orphan, true / Parents not available",Yes,Suspected,,CT,Litchfield County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0075914,,,Birds,Chipping Sparrow,passerina,,Spizella,179435,Undetermined,,11/30/2016,12:00 PM,12/01/2016,,4 nestlings found; nest appears abandoned.,none; brought immediately to rehab,"Orphan, true / Parents not available",Yes,Observed,,CT,Litchfield County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0075931,,,Mammals,Antelope Jackrabbit,alleni,,Lepus,180114,Indeterminate,,,,12/01/2016,,,,Collision / Moving object / Motorized Yard Equipment,Yes,Suspected,,NM,De Baca County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0076611,,,Mammals,common raccoon,lotor,,Procyon,180575,Female,,,,12/07/2016,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Suspected,,PA,Centre County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0077703,,,Birds,Blue Jay,cristata,,Cyanocitta,179680,Indeterminate,,12/15/2016,8:00 AM,12/15/2016,,"found on ground, shivering",brought inside for warmth,Environment / Weather / Temperature,Yes,Suspected,subzero wind chill,CT,Litchfield County,"45 Taylor Rd, Barkhamsted, CT 06063, USA",,41.9571752,-73.0356078,235.3081054688
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0077705,,,Birds,Black-capped Chickadee,atricapillus,,Poecile,554382,Indeterminate,,12/15/2016,8:00 AM,12/15/2016,,"found on ground, shivering",brought inside for warmth,Environment / Weather / Temperature,Yes,Suspected,subzero wind chill,CT,Litchfield County,"45 Taylor Rd, Barkhamsted, CT 06063, USA",,41.9571752,-73.0356078,235.3081054688
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0077715,,,Reptiles,Milk Snake,triangulum,,Lampropeltis,209242,Indeterminate,,12/15/2016,3:30 PM,12/15/2016,,a small milk snake keeps appearing in my kitchen. I have put him back in the basement where I know he resides but it must be too cold so he works his way back into the kitchen. I want to have Audubon keep him until spring.,put in cardboard pox with a warm towel.,Environment / Weather / Temperature,Yes,Suspected,basement is too cold,CT,Litchfield County,"Taylor Rd, Connecticut, USA",,41.9599198,-73.0320965,210.4757232666
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0077755,red phase screech owl,,Birds,Eastern Screech-Owl,asio,NULL,Otus,177856,Indeterminate,,12/15/2016,8:00 AM,12/16/2016,,found on road,none,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,CT,Litchfield County,"Housatonic State Forest, Cornwall, CT 06796, USA",,41.788180281689,-73.330612826086,371.319519043
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,16-0079722,,,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Undetermined,,,,12/31/2016,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,PA,Pike County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0000631,,,Mammals,eastern fox squirrel,niger,,Sciurus,180172,Female,,01/04/2017,,01/04/2017,,,none,"Orphan, true",Yes,Observed,,OH,Allen County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0002423,17-0001,,Birds,Barred Owl,varia,,Strix,177921,Indeterminate,,01/16/2017,,01/16/2017,,found on the side of the road,,Collision / Moving object,Yes,Suspected,,GA,DeKalb County,"4158 Klondike Rd, Lithonia, GA 30038, USA",,33.660007,-84.123971,240.4046325684
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0002425,17-0001,,Birds,Barred Owl,varia,,Strix,177921,Indeterminate,,12/12/2016,,12/17/2016,,found on the side of the road,,Collision / Moving object,Yes,Suspected,,GA,DeKalb County,"4158 Klondike Rd, Lithonia, GA 30038, USA",,33.660007,-84.123971,240.4046325684
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0003696,,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,,,01/27/2017,,,,Inappropriate human possession / Abduction with intent of rescue,Yes,Observed,,OH,Miami County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0007415,HAWKKIMBER,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Indeterminate,,03/14/2017,6:00 PM,03/15/2017,,red tailed hawk captured after being shot with arrow and unable to fly,immediate transport,Projectile / Weapon / Bow/arrow,Yes,Observed,,MD,Queen Anne's County,"808 Kimberly Way, Stevensville, MD 21666, USA",in rear of fenced back yard,39.001636,-76.297876,1.3005652428
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0007601,,,Mammals,Virginia Opossum,virginiana,,Didelphis,179921,Female,,03/17/2017,11:00 AM,03/17/2017,,found on side of road at intersection of lynnhaven and independence rd,kept in box till found a place to take him,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,Likely HBC,VA,Virginia Beach (City),"2256 Speckled Rock Ln, Virginia Beach, VA 23456, USA",,36.7783919,-76.109968,4.9876260757
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0009141,,,mammals,Brazilian Gracile Opossum,microtarsus,,Gracilinanus,552542,Undetermined,,,,03/29/2017,,,,Collision,Yes,Observed,,PA,Beaver County,"810 3rd St, Beaver, PA 15009, USA",,40.6947367,-80.3086423,243.2668762207
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0010593,2017-00150,ng,Birds,Bay-breasted Warbler,castanea,,Dendroica,178912,Undetermined,,04/03/2017,,04/07/2017,,,bread,Animal interaction / Non-domestic animal / Same species,Yes,Observed,Found on the side of the road unable to fly,NJ,Mercer County,"Pleasant Valley Rd, Hopewell Township, NJ, USA",,40.334986413562,-74.899562401172,29.6884689331
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0010594,2017-00151,ng,Birds,Bay-breasted Warbler,castanea,,Dendroica,178912,Undetermined,,04/03/2017,,04/07/2017,,,bread,Animal interaction / Non-domestic animal / Same species,Yes,Observed,Found on the side of the road unable to fly,NJ,Mercer County,"Pleasant Valley Rd, Hopewell Township, NJ, USA",,40.3349864136,-74.8995624012,22.7178020477
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0010598,2017-00156,om,Reptiles,Milk Snake,triangulum,,Lampropeltis,209242,Indeterminate,,04/05/2017,,04/07/2017,,,fed bread,Animal interaction / Domestic animal / Cat,Yes,Suspected,brought into house,PA,Bucks County,"E Butler Ave, Doylestown, PA 18901, USA",,40.300902919073,-75.171852629761,99.1301193237
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0013882,GHOW420,,Birds,Great Horned Owl,virginianus,,Bubo,177884,Male,,04/20/2017,9:00 AM,04/20/2017,11:00 AM,Erin found a Great Horned Owl that had been hit by a car as she was traveling to her sister's house in Winsted. Found on Rt.8 in Winsted.,None given.,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,CT,Litchfield County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0048706,,,Birds,Osprey,haliaetus,,Pandion,175590,Male,,07/20/2017,,07/21/2017,,,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,nest destroyed,FL,Hillsborough County,Elliot Key,,28.0221819,-82.3759195,9
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0050229,099-17,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Female,,03/02/2017,,03/02/2017,,From nest OS 156. Entangled in fishing line w/ lure hook imbedded in L foot. Reinier & Shawnlei rescued,,Entrapment / Non-trap / Litter/garbage,Yes,Suspected,Fishing line,FL,Osceola County,,2680 Cherokee Rd. St. Cloud,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0081003,,,Birds,Barred Owl,varia,,Strix,177921,Undetermined,,08/11/2017,7:00 PM,08/12/2017,2:00 PM,found on road side and given phone advice on comfortable and safe capture/transportation,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,damage to left wrist,PA,Armstrong County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,17-0100766,Z-0001,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,11/13/2017,,11/19/2017,,test,test,"Orphan, true / Parents not available",Yes,Observed,,VA,Fluvanna County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0003242,,,Birds,Pileated Woodpecker,pileatus,,Dryocopus,178166,Female,,,,01/15/2018,,,,Animal interaction / Non-domestic animal / Different species,Yes,Observed,,PA,Adams County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0007680,,,Birds,Black Kite,migrans,,Milvus,175469,Female,,,,02/13/2018,,,,Collision,Yes,Observed,,PA,Cambria County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,18-0010427,,,Birds,Boreal Chickadee,hudsonica,,Poecile,726112,Female,,,,03/19/2018,,,,"Orphan, true / Parents rejected",Yes,Suspected,,ND,Barnes County,"2192 101st Ave SE, Wimbledon, ND 58492, USA",,47.0965874,-98.3618026,450.0202636719
